"","game_id","season","stadium","n","ws","wd","HomeTeam","RoofType","Longitude","Latitude","StadiumAzimuthAngle","wind_compass"
"1","2009_01_BUF_NE","2009","Gillette Stadium",2,4.04,255,"NE","Outdoor",-71.264,42.091,343,"E"
"2","2009_01_CHI_GB","2009","Lambeau Field",5,5.392,287.980278634988,"GB","Outdoor",-88.062222,44.501389,0,"E"
"3","2009_01_DAL_TB","2009","Raymond James Stadium",7,8.23714285714286,285.423975439397,"TB","Outdoor",-82.503333,27.975833,0,"E"
"4","2009_01_DEN_CIN","2009","Paul Brown Stadium",7,4.97142857142857,55.7416217549603,"CIN","Outdoor",-84.516,39.095,320.6,"W"
"5","2009_01_KC_BAL","2009","M&T Bank Stadium",7,8.39714285714286,314.011277319038,"BAL","Outdoor",-76.622778,39.278056,289.5,"E"
"6","2009_01_PHI_CAR","2009","Bank of America Stadium",5,4.176,28.7563404861809,"CAR","Outdoor",-80.852778,35.225833,322.4,"N"
"7","2009_01_TEN_PIT","2009","Heinz Field",6,7.145,121.627885299822,"PIT","Outdoor",-80.015833,40.446667,333.9,"W"
"8","2009_01_WAS_NYG","2009","Giants Stadium",6,11.1533333333333,325.078141269723,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"N"
"9","2009_02_BAL_SD","2009","Qualcomm Stadium",6,9.57,295,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"10","2009_02_CIN_GB","2009","Lambeau Field",7,9.06285714285714,120.510294720403,"GB","Outdoor",-88.062222,44.501389,0,"W"
"11","2009_02_NE_NYJ","2009","Giants Stadium",7,9.25,194.183508397333,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"S"
"12","2009_02_NO_PHI","2009","Lincoln Financial Field",6,4.56,214.214488841408,"PHI","Outdoor",-75.1675,39.900833,351,"S"
"13","2009_02_OAK_KC","2009","Arrowhead Stadium",5,4.848,119.751055165763,"KC","Outdoor",-94.483889,39.048889,316.3,"W"
"14","2009_02_PIT_CHI","2009","Soldier Field",6,8.62833333333333,69.837444308397,"CHI","Outdoor",-87.6167,41.8623,353.9,"W"
"15","2009_02_SEA_SF","2009","Candlestick Park",6,12.9033333333333,319.499755374418,"SF","Outdoor",-122.386111,37.713611,0,"N"
"16","2009_02_STL_WAS","2009","FedExField",4,6.06,130,"WAS","Outdoor",-76.864444,38.907778,295,"W"
"17","2009_03_ATL_NE","2009","Gillette Stadium",7,8.87714285714286,132.898734714757,"NE","Outdoor",-71.264,42.091,343,"W"
"18","2009_03_CLE_BAL","2009","M&T Bank Stadium",6,8.63833333333333,246.723029244827,"BAL","Outdoor",-76.622778,39.278056,289.5,"E"
"19","2009_03_KC_PHI","2009","Lincoln Financial Field",5,9.194,230.708016401928,"PHI","Outdoor",-75.1675,39.900833,351,"E"
"20","2009_03_MIA_SD","2009","Qualcomm Stadium",6,8.26333333333333,299.896090638983,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"21","2009_03_NYG_TB","2009","Raymond James Stadium",6,9.57,278.370462834839,"TB","Outdoor",-82.503333,27.975833,0,"E"
"22","2009_03_PIT_CIN","2009","Paul Brown Stadium",6,8.63833333333333,206.653441859397,"CIN","Outdoor",-84.516,39.095,320.6,"S"
"23","2009_03_TEN_NYJ","2009","Giants Stadium",7,8.10428571428571,144.736081099651,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"S"
"24","2009_04_BAL_NE","2009","Gillette Stadium",4,5.16,294.795498310298,"NE","Outdoor",-71.264,42.091,343,"E"
"25","2009_04_DET_CHI","2009","Soldier Field",7,14.0185714285714,264.277662670654,"CHI","Outdoor",-87.6167,41.8623,353.9,"E"
"26","2009_04_NYG_KC","2009","Arrowhead Stadium",7,6.73142857142857,68.76920887052,"KC","Outdoor",-94.483889,39.048889,316.3,"W"
"27","2009_04_SD_PIT","2009","Heinz Field",3,5.46666666666667,293.363727411623,"PIT","Outdoor",-80.015833,40.446667,333.9,"E"
"28","2009_04_STL_SF","2009","Candlestick Park",6,19.615,266.687518678818,"SF","Outdoor",-122.386111,37.713611,0,"E"
"29","2009_04_TB_WAS","2009","FedExField",6,12.4583333333333,318.363727411623,"WAS","Outdoor",-76.864444,38.907778,295,"N"
"30","2009_05_ATL_SF","2009","Candlestick Park",6,10.5316666666667,216.618657451134,"SF","Outdoor",-122.386111,37.713611,0,"S"
"31","2009_05_CIN_BAL","2009","M&T Bank Stadium",6,8.45166666666667,299.678297459817,"BAL","Outdoor",-76.622778,39.278056,289.5,"E"
"32","2009_05_DAL_KC","2009","Arrowhead Stadium",7,11.5128571428571,80.0437532406393,"KC","Outdoor",-94.483889,39.048889,316.3,"W"
"33","2009_05_OAK_NYG","2009","Giants Stadium",6,14.9766666666667,256.809581711926,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"E"
"34","2009_05_TB_PHI","2009","Lincoln Financial Field",7,9.70285714285714,280.724036109832,"PHI","Outdoor",-75.1675,39.900833,351,"E"
"35","2009_05_WAS_CAR","2009","Bank of America Stadium",5,4.448,83.5896635499538,"CAR","Outdoor",-80.852778,35.225833,322.4,"W"
"36","2009_06_BUF_NYJ","2009","Giants Stadium",6,18.27,6.67043694469768,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"N"
"37","2009_06_CAR_TB","2009","Raymond James Stadium",6,15.3166666666667,346.670436944698,"TB","Outdoor",-82.503333,27.975833,0,"N"
"38","2009_06_CLE_PIT","2009","Heinz Field",7,12.8185714285714,3.91553064374556,"PIT","Outdoor",-80.015833,40.446667,333.9,"N"
"39","2009_06_DEN_SD","2009","Qualcomm Stadium",5,7.184,290,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"40","2009_06_DET_GB","2009","Lambeau Field",6,13.8266666666667,194.897164637848,"GB","Outdoor",-88.062222,44.501389,0,"S"
"41","2009_06_HOU_CIN","2009","Paul Brown Stadium",4,4.88,325,"CIN","Outdoor",-84.516,39.095,320.6,"N"
"42","2009_06_KC_WAS","2009","FedExField",6,11.1533333333333,353.329563055302,"WAS","Outdoor",-76.864444,38.907778,295,"N"
"43","2009_06_TEN_NE","2009","Gillette Stadium",6,7.70666666666667,353.329563055302,"NE","Outdoor",-71.264,42.091,343,"N"
"44","2009_07_ARI_NYG","2009","Giants Stadium",2,9.755,325,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"N"
"45","2009_07_BUF_CAR","2009","Bank of America Stadium",3,6.21333333333333,13.3295630553023,"CAR","Outdoor",-80.852778,35.225833,322.4,"N"
"46","2009_07_CHI_CIN","2009","Paul Brown Stadium",2,6.4,180,"CIN","Outdoor",-84.516,39.095,320.6,"S"
"47","2009_07_MIN_PIT","2009","Heinz Field",3,5.09333333333333,290,"PIT","Outdoor",-80.015833,40.446667,333.9,"E"
"48","2009_07_NE_TB","2009","Wembley Stadium",6,13.42,244.974485912874,"Wembley","Outdoor",-0.279722,51.555833,90,"E"
"49","2009_07_PHI_WAS","2009","FedExField",1,6.96,80,"WAS","Outdoor",-76.864444,38.907778,295,"W"
"50","2009_07_SD_KC","2009","Arrowhead Stadium",6,6.95833333333333,215.891145336447,"KC","Outdoor",-94.483889,39.048889,316.3,"S"
"51","2009_08_CLE_CHI","2009","Soldier Field",7,7.75857142857143,189.13459349346,"CHI","Outdoor",-87.6167,41.8623,353.9,"S"
"52","2009_08_DEN_BAL","2009","M&T Bank Stadium",3,5.46666666666667,336.704953270583,"BAL","Outdoor",-76.622778,39.278056,289.5,"N"
"53","2009_08_MIA_NYJ","2009","Giants Stadium",7,9.22285714285714,2.73945780319333,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"N"
"54","2009_08_MIN_GB","2009","Lambeau Field",6,8.82166666666667,156.652634609828,"GB","Outdoor",-88.062222,44.501389,0,"S"
"55","2009_08_NYG_PHI","2009","Lincoln Financial Field",7,7.40285714285714,12.8464026928288,"PHI","Outdoor",-75.1675,39.900833,351,"N"
"56","2009_08_OAK_SD","2009","Qualcomm Stadium",4,5.22,180,"SD","Outdoor",-117.119444,32.783056,291.6,"S"
"57","2009_09_ARI_CHI","2009","Soldier Field",7,11.6471428571429,177.122257664788,"CHI","Outdoor",-87.6167,41.8623,353.9,"S"
"58","2009_09_BAL_CIN","2009","Paul Brown Stadium",7,8.07857142857143,180.416059665309,"CIN","Outdoor",-84.516,39.095,320.6,"S"
"59","2009_09_GB_TB","2009","Raymond James Stadium",7,9.19714285714286,92.8841715012712,"TB","Outdoor",-82.503333,27.975833,0,"W"
"60","2009_09_MIA_NE","2009","Gillette Stadium",5,6.238,290.382976140718,"NE","Outdoor",-71.264,42.091,343,"E"
"61","2009_09_SD_NYG","2009","Giants Stadium",3,4.56,193.329563055302,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"S"
"62","2009_09_TEN_SF","2009","Candlestick Park",4,10.6875,304.537511631979,"SF","Outdoor",-122.386111,37.713611,0,"E"
"63","2009_10_ATL_CAR","2009","Bank of America Stadium",1,3.36,260,"CAR","Outdoor",-80.852778,35.225833,322.4,"E"
"64","2009_10_CHI_SF","2009","Candlestick Park",6,16.3216666666667,271.661961009359,"SF","Outdoor",-122.386111,37.713611,0,"E"
"65","2009_10_CIN_PIT","2009","Heinz Field",7,5.61142857142857,269.153359006618,"PIT","Outdoor",-80.015833,40.446667,333.9,"E"
"66","2009_10_DAL_GB","2009","Lambeau Field",2,4.6,310,"GB","Outdoor",-88.062222,44.501389,0,"E"
"67","2009_10_DEN_WAS","2009","FedExField",5,6.96,317.992655020502,"WAS","Outdoor",-76.864444,38.907778,295,"N"
"68","2009_10_JAX_NYJ","2009","Giants Stadium",6,6.36,336.612188738346,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"N"
"69","2009_10_PHI_SD","2009","Qualcomm Stadium",5,9.196,316.053248216798,"SD","Outdoor",-117.119444,32.783056,291.6,"N"
"70","2009_11_ATL_NYG","2009","Giants Stadium",7,9.86,60.0469315292418,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"W"
"71","2009_11_IND_BAL","2009","M&T Bank Stadium",6,8.08,86.8095817119262,"BAL","Outdoor",-76.622778,39.278056,289.5,"W"
"72","2009_11_NO_TB","2009","Raymond James Stadium",7,10.6585714285714,195.716067169662,"TB","Outdoor",-82.503333,27.975833,0,"S"
"73","2009_11_NYJ_NE","2009","Gillette Stadium",6,7.33333333333333,51.6704369446977,"NE","Outdoor",-71.264,42.091,343,"W"
"74","2009_11_PHI_CHI","2009","Soldier Field",6,6.02666666666667,105,"CHI","Outdoor",-87.6167,41.8623,353.9,"W"
"75","2009_11_PIT_KC","2009","Arrowhead Stadium",6,5.8,130.089048075143,"KC","Outdoor",-94.483889,39.048889,316.3,"W"
"76","2009_11_SF_GB","2009","Lambeau Field",7,10.6857142857143,160,"GB","Outdoor",-88.062222,44.501389,0,"S"
"77","2009_12_CAR_NYJ","2009","Giants Stadium",6,7.52,195.078141269723,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"S"
"78","2009_12_CLE_CIN","2009","Paul Brown Stadium",7,14.9214285714286,208.594777660176,"CIN","Outdoor",-84.516,39.095,320.6,"S"
"79","2009_12_JAX_SF","2009","Candlestick Park",2,12.645,275,"SF","Outdoor",-122.386111,37.713611,0,"E"
"80","2009_12_KC_SD","2009","Qualcomm Stadium",6,9.41166666666667,310,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"81","2009_12_PIT_BAL","2009","M&T Bank Stadium",5,7.136,218.041781744047,"BAL","Outdoor",-76.622778,39.278056,289.5,"S"
"82","2009_12_WAS_PHI","2009","Lincoln Financial Field",7,7.28,206.942382946901,"PHI","Outdoor",-75.1675,39.900833,351,"S"
"83","2009_13_BAL_GB","2009","Lambeau Field",6,4.45333333333333,280.155851463812,"GB","Outdoor",-88.062222,44.501389,0,"E"
"84","2009_13_DAL_NYG","2009","Giants Stadium",5,7.406,316.014774772063,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"N"
"85","2009_13_DEN_KC","2009","Arrowhead Stadium",7,7.91714285714286,111.969126580291,"KC","Outdoor",-94.483889,39.048889,316.3,"W"
"86","2009_13_DET_CIN","2009","Paul Brown Stadium",6,5.61333333333333,145,"CIN","Outdoor",-84.516,39.095,320.6,"S"
"87","2009_13_NO_WAS","2009","FedExField",6,4.45333333333333,314.367311734716,"WAS","Outdoor",-76.864444,38.907778,295,"E"
"88","2009_13_OAK_PIT","2009","Heinz Field",6,5.53333333333333,210.81698218709,"PIT","Outdoor",-80.015833,40.446667,333.9,"S"
"89","2009_13_STL_CHI","2009","Soldier Field",6,9.97333333333333,206.653441859397,"CHI","Outdoor",-87.6167,41.8623,353.9,"S"
"90","2009_13_TB_CAR","2009","Bank of America Stadium",3,4.18666666666667,244.76316648277,"CAR","Outdoor",-80.852778,35.225833,322.4,"E"
"91","2009_14_ARI_SF","2009","Candlestick Park",1,3.36,220,"SF","Outdoor",-122.386111,37.713611,0,"S"
"92","2009_14_BUF_KC","2009","Arrowhead Stadium",7,8.07714285714286,171.329757383434,"KC","Outdoor",-94.483889,39.048889,316.3,"S"
"93","2009_14_CAR_NE","2009","Gillette Stadium",5,4.352,171.894795196346,"NE","Outdoor",-71.264,42.091,343,"S"
"94","2009_14_DET_BAL","2009","M&T Bank Stadium",4,7.52,272.63074021243,"BAL","Outdoor",-76.622778,39.278056,289.5,"E"
"95","2009_14_GB_CHI","2009","Soldier Field",4,6.68,270,"CHI","Outdoor",-87.6167,41.8623,353.9,"E"
"96","2009_14_NYJ_TB","2009","Raymond James Stadium",7,4.58285714285714,227.718399561374,"TB","Outdoor",-82.503333,27.975833,0,"E"
"97","2009_14_PHI_NYG","2009","Giants Stadium",6,7.105,306.530560466391,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"E"
"98","2009_15_ATL_NYJ","2009","Giants Stadium",6,19.5716666666667,321.678999752202,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"N"
"99","2009_15_CHI_BAL","2009","M&T Bank Stadium",6,11.8983333333333,286.670436944698,"BAL","Outdoor",-76.622778,39.278056,289.5,"E"
"100","2009_15_CIN_SD","2009","Qualcomm Stadium",5,5.344,317.028385992406,"SD","Outdoor",-117.119444,32.783056,291.6,"N"
"101","2009_15_CLE_KC","2009","Arrowhead Stadium",7,10.37,259.712445098395,"KC","Outdoor",-94.483889,39.048889,316.3,"E"
"102","2009_15_GB_PIT","2009","Heinz Field",5,6.014,262.495310143958,"PIT","Outdoor",-80.015833,40.446667,333.9,"E"
"103","2009_15_MIN_CAR","2009","Bank of America Stadium",3,3.81333333333333,346.670436944698,"CAR","Outdoor",-80.852778,35.225833,322.4,"N"
"104","2009_15_NYG_WAS","2009","FedExField",4,7.5175,275,"WAS","Outdoor",-76.864444,38.907778,295,"E"
"105","2009_15_SF_PHI","2009","Lincoln Financial Field",6,10.72,300,"PHI","Outdoor",-75.1675,39.900833,351,"E"
"106","2009_16_BAL_PIT","2009","Heinz Field",7,6.94285714285714,198.551059523425,"PIT","Outdoor",-80.015833,40.446667,333.9,"S"
"107","2009_16_CAR_NYG","2009","Giants Stadium",6,15.3166666666667,263.329563055302,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"E"
"108","2009_16_DAL_WAS","2009","FedExField",6,7.89166666666667,183.346558140603,"WAS","Outdoor",-76.864444,38.907778,295,"S"
"109","2009_16_DEN_PHI","2009","Lincoln Financial Field",5,6.462,230.068065191377,"PHI","Outdoor",-75.1675,39.900833,351,"E"
"110","2009_16_DET_SF","2009","Candlestick Park",6,7.33333333333333,360,"SF","Outdoor",-122.386111,37.713611,0,"N"
"111","2009_16_JAX_NE","2009","Gillette Stadium",6,9.225,209.543496708589,"NE","Outdoor",-71.264,42.091,343,"S"
"112","2009_16_KC_CIN","2009","Paul Brown Stadium",7,15.4728571428571,227.465223769009,"CIN","Outdoor",-84.516,39.095,320.6,"E"
"113","2009_16_MIN_CHI","2009","Soldier Field",5,10.8,328.191270207551,"CHI","Outdoor",-87.6167,41.8623,353.9,"N"
"114","2009_16_SEA_GB","2009","Lambeau Field",7,4.29714285714286,228.544418213553,"GB","Outdoor",-88.062222,44.501389,0,"E"
"115","2009_17_ATL_TB","2009","Raymond James Stadium",6,8.10833333333333,339.948842640616,"TB","Outdoor",-82.503333,27.975833,0,"N"
"116","2009_17_CIN_NYJ","2009","Giants Stadium",6,14.9866666666667,304.974485912874,"NYG/NYJ","Outdoor",-74.076944,40.812222,308,"E"
"117","2009_17_NO_CAR","2009","Bank of America Stadium",6,9.93833333333333,290,"CAR","Outdoor",-80.852778,35.225833,322.4,"E"
"118","2009_17_WAS_SD","2009","Qualcomm Stadium",5,5.744,329.617023859282,"SD","Outdoor",-117.119444,32.783056,291.6,"N"
"119","2009_18_BAL_NE","2009","Gillette Stadium",7,9.03571428571429,308.362103773288,"NE","Outdoor",-71.264,42.091,343,"E"
"120","2009_18_NYJ_CIN","2009","Paul Brown Stadium",4,7.1775,360,"CIN","Outdoor",-84.516,39.095,320.6,"N"
"121","2009_19_NYJ_SD","2009","Qualcomm Stadium",5,6.288,235.348709899243,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"122","2010_01_ATL_PIT","2010","Heinz Field",7,10.6871428571429,269.862366209662,"PIT","Outdoor",-80.015833,40.446667,333.9,"E"
"123","2010_01_CIN_NE","2010","Gillette Stadium",7,8.39857142857143,67.2483023432898,"NE","Outdoor",-71.264,42.091,343,"W"
"124","2010_01_CLE_TB","2010","Raymond James Stadium",6,6.54666666666667,186.262106931062,"TB","Outdoor",-82.503333,27.975833,0,"S"
"125","2010_01_DAL_WAS","2010","FedExField",2,3.36,4.99999999999998,"WAS","Outdoor",-76.864444,38.907778,295,"N"
"126","2010_01_DET_CHI","2010","Soldier Field",7,11.5142857142857,261.514956157615,"CHI","Outdoor",-87.6167,41.8623,353.9,"E"
"127","2010_01_GB_PHI","2010","Lincoln Financial Field",4,4.32,37.5242138621241,"PHI","Outdoor",-75.1675,39.900833,351,"N"
"128","2010_01_SD_KC","2010","Arrowhead Stadium",6,10.7816666666667,119.182584068812,"KC","Outdoor",-94.483889,39.048889,316.3,"W"
"129","2010_02_BAL_CIN","2010","Paul Brown Stadium",5,5.792,268.295046729417,"CIN","Outdoor",-84.516,39.095,320.6,"E"
"130","2010_02_BUF_GB","2010","Lambeau Field",5,5.344,23.2227156733703,"GB","Outdoor",-88.062222,44.501389,0,"N"
"131","2010_02_HOU_WAS","2010","FedExField",2,4.72,290,"WAS","Outdoor",-76.864444,38.907778,295,"E"
"132","2010_02_JAX_SD","2010","Qualcomm Stadium",6,10.9666666666667,298.261237931323,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"133","2010_02_NO_SF","2010","Candlestick Park",6,18.0833333333333,276.653441859397,"SF","Outdoor",-122.386111,37.713611,0,"E"
"134","2010_02_TB_CAR","2010","Bank of America Stadium",1,5.84,310,"CAR","Outdoor",-80.852778,35.225833,322.4,"E"
"135","2010_03_BUF_NE","2010","Gillette Stadium",7,9.19857142857143,45.7410383643657,"NE","Outdoor",-71.264,42.091,343,"W"
"136","2010_03_CIN_CAR","2010","Bank of America Stadium",6,5.76,21.6961244677432,"CAR","Outdoor",-80.852778,35.225833,322.4,"N"
"137","2010_03_CLE_BAL","2010","M&T Bank Stadium",6,7.52,31.7847938934128,"BAL","Outdoor",-76.622778,39.278056,289.5,"N"
"138","2010_03_GB_CHI","2010","Soldier Field",3,5.01333333333333,151.434767858956,"CHI","Outdoor",-87.6167,41.8623,353.9,"S"
"139","2010_03_PIT_TB","2010","Raymond James Stadium",6,6.77166666666667,192.087352868409,"TB","Outdoor",-82.503333,27.975833,0,"S"
"140","2010_03_SF_KC","2010","Arrowhead Stadium",7,9.35571428571428,40.137633790338,"KC","Outdoor",-94.483889,39.048889,316.3,"N"
"141","2010_04_ARI_SD","2010","Qualcomm Stadium",6,6.73333333333333,296.653441859397,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"142","2010_04_BAL_PIT","2010","Heinz Field",6,7.14666666666667,11.2865668350188,"PIT","Outdoor",-80.015833,40.446667,333.9,"N"
"143","2010_04_DET_GB","2010","Lambeau Field",7,7.91571428571429,42.1527480520865,"GB","Outdoor",-88.062222,44.501389,0,"N"
"144","2010_04_WAS_PHI","2010","Lincoln Financial Field",6,16.6933333333333,50,"PHI","Outdoor",-75.1675,39.900833,351,"W"
"145","2010_05_CHI_CAR","2010","Bank of America Stadium",2,4.04,250,"CAR","Outdoor",-80.852778,35.225833,322.4,"E"
"146","2010_05_DEN_BAL","2010","M&T Bank Stadium",7,5.84,205.093642523018,"BAL","Outdoor",-76.622778,39.278056,289.5,"S"
"147","2010_05_GB_WAS","2010","FedExField",6,4.93333333333333,225.54808821816,"WAS","Outdoor",-76.864444,38.907778,295,"E"
"148","2010_05_PHI_SF","2010","Candlestick Park",6,18.2383333333333,285,"SF","Outdoor",-122.386111,37.713611,0,"E"
"149","2010_05_TB_CIN","2010","Paul Brown Stadium",6,6.21333333333333,234.920208775147,"CIN","Outdoor",-84.516,39.095,320.6,"E"
"150","2010_06_ATL_PHI","2010","Lincoln Financial Field",7,13.7071428571429,265.12133352082,"PHI","Outdoor",-75.1675,39.900833,351,"E"
"151","2010_06_BAL_NE","2010","Gillette Stadium",7,12.3385714285714,278.550858623254,"NE","Outdoor",-71.264,42.091,343,"E"
"152","2010_06_CLE_PIT","2010","Heinz Field",6,13.8266666666667,281.60140067941,"PIT","Outdoor",-80.015833,40.446667,333.9,"E"
"153","2010_06_IND_WAS","2010","FedExField",2,3.36,300,"WAS","Outdoor",-76.864444,38.907778,295,"E"
"154","2010_06_MIA_GB","2010","Lambeau Field",7,8.90285714285714,288.473667056307,"GB","Outdoor",-88.062222,44.501389,0,"E"
"155","2010_06_NO_TB","2010","Raymond James Stadium",5,6.016,194.116190352089,"TB","Outdoor",-82.503333,27.975833,0,"S"
"156","2010_06_OAK_SF","2010","Candlestick Park",5,13.78,268.004880711491,"SF","Outdoor",-122.386111,37.713611,0,"E"
"157","2010_06_SEA_CHI","2010","Soldier Field",7,6.44571428571429,43.7558841669721,"CHI","Outdoor",-87.6167,41.8623,353.9,"N"
"158","2010_07_BUF_BAL","2010","M&T Bank Stadium",6,6.02666666666667,206.670436944698,"BAL","Outdoor",-76.622778,39.278056,289.5,"S"
"159","2010_07_JAX_KC","2010","Arrowhead Stadium",7,12.9771428571429,229.956053499539,"KC","Outdoor",-94.483889,39.048889,316.3,"E"
"160","2010_07_MIN_GB","2010","Lambeau Field",5,5.792,188.041781744047,"GB","Outdoor",-88.062222,44.501389,0,"S"
"161","2010_07_NE_SD","2010","Qualcomm Stadium",6,9.01,293.329563055302,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"162","2010_07_SF_CAR","2010","Bank of America Stadium",7,7.28,209.953639553132,"CAR","Outdoor",-80.852778,35.225833,322.4,"S"
"163","2010_07_STL_TB","2010","Raymond James Stadium",7,6.96,84.0744034114987,"TB","Outdoor",-82.503333,27.975833,0,"W"
"164","2010_07_WAS_CHI","2010","Soldier Field",7,12.1785714285714,220.044730808267,"CHI","Outdoor",-87.6167,41.8623,353.9,"S"
"165","2010_08_BUF_KC","2010","Arrowhead Stadium",7,15.2957142857143,75.7410383643657,"KC","Outdoor",-94.483889,39.048889,316.3,"W"
"166","2010_08_DEN_SF","2010","Wembley Stadium",7,6.8,14.2647870741498,"Wembley","Outdoor",-0.279722,51.555833,90,"N"
"167","2010_08_MIA_CIN","2010","Paul Brown Stadium",6,9.97166666666667,20.0522232871793,"CIN","Outdoor",-84.516,39.095,320.6,"N"
"168","2010_08_MIN_NE","2010","Gillette Stadium",6,8.25333333333333,323.41576673489,"NE","Outdoor",-71.264,42.091,343,"N"
"169","2010_08_TEN_SD","2010","Qualcomm Stadium",6,10.9366666666667,301.636272588377,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"170","2010_09_DAL_GB","2010","Lambeau Field",1,3.36,190,"GB","Outdoor",-88.062222,44.501389,0,"S"
"171","2010_09_IND_PHI","2010","Lincoln Financial Field",6,9.78666666666667,320.051157359384,"PHI","Outdoor",-75.1675,39.900833,351,"N"
"172","2010_09_MIA_BAL","2010","M&T Bank Stadium",6,9.97166666666667,323.277794504604,"BAL","Outdoor",-76.622778,39.278056,289.5,"N"
"173","2010_09_NO_CAR","2010","Bank of America Stadium",6,6.32,351.917511165965,"CAR","Outdoor",-80.852778,35.225833,322.4,"N"
"174","2010_10_CAR_TB","2010","Raymond James Stadium",7,7.44,270.477312249593,"TB","Outdoor",-82.503333,27.975833,0,"E"
"175","2010_10_MIN_CHI","2010","Soldier Field",7,15.4642857142857,241.436621446917,"CHI","Outdoor",-87.6167,41.8623,353.9,"E"
"176","2010_10_NE_PIT","2010","Heinz Field",3,5.01333333333333,256.670436944698,"PIT","Outdoor",-80.015833,40.446667,333.9,"E"
"177","2010_10_PHI_WAS","2010","FedExField",2,3.36,80,"WAS","Outdoor",-76.864444,38.907778,295,"W"
"178","2010_10_STL_SF","2010","Candlestick Park",6,5.945,124.706480902922,"SF","Outdoor",-122.386111,37.713611,0,"W"
"179","2010_11_ARI_KC","2010","Arrowhead Stadium",7,14.6371428571429,251.854067666962,"KC","Outdoor",-94.483889,39.048889,316.3,"E"
"180","2010_11_BUF_CIN","2010","Paul Brown Stadium",7,14.9214285714286,212.827310173062,"CIN","Outdoor",-84.516,39.095,320.6,"S"
"181","2010_11_DEN_SD","2010","Qualcomm Stadium",4,4.32,19.0773086409563,"SD","Outdoor",-117.119444,32.783056,291.6,"N"
"182","2010_11_IND_NE","2010","Gillette Stadium",2,4.04,65,"NE","Outdoor",-71.264,42.091,343,"W"
"183","2010_11_NYG_PHI","2010","Lincoln Financial Field",6,4.37333333333333,82.0908504271656,"PHI","Outdoor",-75.1675,39.900833,351,"W"
"184","2010_11_OAK_PIT","2010","Heinz Field",7,8.55714285714286,158.640080890613,"PIT","Outdoor",-80.015833,40.446667,333.9,"S"
"185","2010_11_TB_SF","2010","Candlestick Park",5,19.152,277.992655020502,"SF","Outdoor",-122.386111,37.713611,0,"E"
"186","2010_12_MIN_WAS","2010","FedExField",1,3.36,40,"WAS","Outdoor",-76.864444,38.907778,295,"N"
"187","2010_12_PHI_CHI","2010","Soldier Field",6,12.3366666666667,149.948578240236,"CHI","Outdoor",-87.6167,41.8623,353.9,"S"
"188","2010_12_TB_BAL","2010","M&T Bank Stadium",1,3.36,150,"BAL","Outdoor",-76.622778,39.278056,289.5,"S"
"189","2010_13_ATL_TB","2010","Raymond James Stadium",6,10.16,321.670436944698,"TB","Outdoor",-82.503333,27.975833,0,"N"
"190","2010_13_DEN_KC","2010","Arrowhead Stadium",7,7.43857142857143,315.819468490786,"KC","Outdoor",-94.483889,39.048889,316.3,"N"
"191","2010_13_HOU_PHI","2010","Lincoln Financial Field",6,8.26666666666667,316.687518678818,"PHI","Outdoor",-75.1675,39.900833,351,"N"
"192","2010_13_NO_CIN","2010","Paul Brown Stadium",7,10.0757142857143,285.217967865805,"CIN","Outdoor",-84.516,39.095,320.6,"E"
"193","2010_13_NYJ_NE","2010","Gillette Stadium",6,11.3066666666667,258.329563055302,"NE","Outdoor",-71.264,42.091,343,"E"
"194","2010_13_OAK_SD","2010","Qualcomm Stadium",4,4.88,293.469439533609,"SD","Outdoor",-117.119444,32.783056,291.6,"E"
"195","2010_13_PIT_BAL","2010","M&T Bank Stadium",6,15.535,276.670436944698,"BAL","Outdoor",-76.622778,39.278056,289.5,"E"
"196","2010_13_SF_GB","2010","Lambeau Field",7,14.47,312.846402692829,"GB","Outdoor",-88.062222,44.501389,0,"E"
"197","2010_14_ATL_CAR","2010","Bank of America Stadium",6,10.7516666666667,233.39806413629,"CAR","Outdoor",-80.852778,35.225833,322.4,"E"
